# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	326407	326793	-	AAB98350.1			hypothetical protein			MJ_0358	387	128	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	326802	327446	-							MJ_0359	645		old_locus_tag=MJ0359
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	326802	327446	-	AAB98351.1			hypothetical protein			MJ_0359	645	214	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	327764	328171	-							MJ_0360	408		old_locus_tag=MJ0360
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	327764	328171	-	AAB98352.1			hypothetical protein			MJ_0360	408	135	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	329176	329499	-							MJ_0361	324		old_locus_tag=MJ0361
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	329176	329499	-	AAB98353.1			hypothetical protein			MJ_0361	324	107	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	329656	329847	+							MJ_0362	192		old_locus_tag=MJ0362
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	329656	329847	+	AAB98354.1			hypothetical protein			MJ_0362	192	63	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	329862	332141	+							MJ_0363	2280		old_locus_tag=MJ0363
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	329862	332141	+	AAB98345.1			cell division control protein 21 (cdc21)			MJ_0363	2280	759	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	332151	332495	+							MJ_0364	345		old_locus_tag=MJ0364
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	332151	332495	+	AAB98355.1			hypothetical protein			MJ_0364	345	114	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	332500	333030	+							MJ_0365	531		old_locus_tag=MJ0365
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	332500	333030	+	AAB98356.1			hypothetical protein			MJ_0365	531	176	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	333030	333308	+							MJ_0366	279		old_locus_tag=MJ0366
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	333030	333308	+	AAB98357.1			hypothetical protein			MJ_0366	279	92	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	333289	334281	+							MJ_0367	993		old_locus_tag=MJ0367
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	333289	334281	+	AAB98346.1			integrase/recombinase			MJ_0367	993	330	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	334566	334886	+							MJ_0368	321		old_locus_tag=MJ0368
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	334566	334886	+	AAB98368.1			hypothetical protein			MJ_0368	321	106	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	334928	336037	-							MJ_0369	1110		old_locus_tag=MJ0369
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	334928	336037	-	AAB98358.1			DNA topoisomerase VI, subunit A (top6A)			MJ_0369	1110	369	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	336311	337405	+							MJ_0370	1095		old_locus_tag=MJ0370
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	336311	337405	+	AAB98359.1			cell division protein ftsZ			MJ_0370	1095	364	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	337415	337639	+							MJ_0371	225		old_locus_tag=MJ0371
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	337415	337639	+	AAB98360.1			protein translocase, subunit SEC61 gamma (secE)			MJ_0371	225	74	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	337795	338238	+							MJ_0372	444		old_locus_tag=MJ0372
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	337795	338238	+	AAB98361.1			LSU ribosomal protein L24A			MJ_0372	444	147	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	338336	338821	+							MJ_0373	486		old_locus_tag=MJ0373
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	338336	338821	+	AAB98362.1			LSU ribosomal protein L11P (rplK)			MJ_0373	486	161	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	338878	339870	-							MJ_0374	993		old_locus_tag=MJ0374
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	338878	339870	-	AAB98363.1			lipoprotein B (lppB)			MJ_0374	993	330	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	339917	340681	+							MJ_0375	765		old_locus_tag=MJ0375
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	339917	340681	+	AAB98364.1			conserved hypothetical protein			MJ_0375	765	254	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	341045	343231	+							MJ_0376	2187		old_locus_tag=MJ0376
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	341045	343231	+	AAB98365.1			conserved hypothetical protein			MJ_0376	2187	728	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	343240	343752	+							MJ_0377	513		old_locus_tag=MJ0377
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	343240	343752	+	AAB98366.1			conserved hypothetical protein			MJ_0377	513	170	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	343918	344886	+							MJ_0378	969		old_locus_tag=MJ0378
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	343918	344886	+	AAB98367.1			conserved hypothetical protein			MJ_0378	969	322	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	344883	345509	-							MJ_0379	627		old_locus_tag=MJ0379
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	344883	345509	-	AAB98369.1			hypothetical protein			MJ_0379	627	208	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	345618	345974	+							MJ_0380	357		old_locus_tag=MJ0380
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	345618	345974	+	AAB98377.1			hypothetical protein			MJ_0380	357	118	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	345974	346936	+							MJ_0381	963		old_locus_tag=MJ0381
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	345974	346936	+	AAB98370.1			conserved hypothetical protein			MJ_0381	963	320	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	346946	347683	+							MJ_0382	738		old_locus_tag=MJ0382
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	346946	347683	+	AAB98378.1			hypothetical protein			MJ_0382	738	245	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	347674	349518	+							MJ_0383	1845		old_locus_tag=MJ0383
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	347674	349518	+	AAB98371.1			ATP-dependent RNA helicase, putative			MJ_0383	1845	614	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	349525	350259	+							MJ_0384	735		old_locus_tag=MJ0384
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	349525	350259	+	AAB98379.1			hypothetical protein			MJ_0384	735	244	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	350177	351304	+							MJ_0385	1128		old_locus_tag=MJ0385
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	350177	351304	+	AAB98380.1			hypothetical protein			MJ_0385	1128	375	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	351301	351645	-							MJ_0386	345		old_locus_tag=MJ0386
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	351301	351645	-	AAB98372.1			conserved hypothetical protein			MJ_0386	345	114	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	352843	353142	-							MJ_0387	300		old_locus_tag=MJ0387
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	352843	353142	-	AAB98373.1			DNA-directed RNA polymerase, subunit L (rpoL)			MJ_0387	300	99	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	353111	353734	-							MJ_0388	624		old_locus_tag=MJ0388
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	353111	353734	-	AAB98374.1			conserved hypothetical protein			MJ_0388	624	207	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	353825	354745	+							MJ_0389	921		old_locus_tag=MJ0389
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	353825	354745	+	AAB98375.1			tyrosyl-tRNA synthetase (trS)			MJ_0389	921	306	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	354754	355146	-							MJ_0390	393		old_locus_tag=MJ0390
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	354754	355146	-	AAB98381.1			hypothetical protein			MJ_0390	393	130	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	355153	355704	-							MJ_0391	552		old_locus_tag=MJ0391
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	355153	355704	-	AAB98376.1			cobalamin biosynthesis precorrin-8W decarboxylase (cbiT)			MJ_0391	552	183	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	355786	356805	+							MJ_0392	1020		old_locus_tag=MJ0392
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	355786	356805	+	AAB98382.1			conserved hypothetical protein			MJ_0392	1020	339	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	356807	356989	-							MJ_0393	183		old_locus_tag=MJ0393
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	356807	356989	-	AAB98383.1			SSU ribosomal protein S27AE			MJ_0393	183	60	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	356989	357294	-							MJ_0394	306		old_locus_tag=MJ0394
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	356989	357294	-	AAB98384.1			SSU ribosomal protein S24E			MJ_0394	306	101	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	357308	357784	-							MJ_0395	477		old_locus_tag=MJ0395
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	357308	357784	-	AAB98385.1			conserved hypothetical protein			MJ_0395	477	158	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	357795	357974	-							MJ_0396	180		old_locus_tag=MJ0396
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	357795	357974	-	AAB98386.1			DNA-directed RNA polymerase, subunit E'' (rpoE2)			MJ_0396	180	59	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	357984	358547	-							MJ_0397	564		old_locus_tag=MJ0397
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	357984	358547	-	AAB98387.1			DNA-directed RNA polymerase, subunit E' (rpoE1)			MJ_0397	564	187	
gene	tRNA	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	358768	358842	+							MJ_t11	75		old_locus_tag=tRNA-Arg-1
tRNA		GCA_000091665.1	Primary Assembly	chromosome		L77117.1	358768	358842	+				tRNA-Arg			MJ_t11	75		
gene	tRNA	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	358869	358943	+							MJ_t12	75		old_locus_tag=tRNA-Glu-1
tRNA		GCA_000091665.1	Primary Assembly	chromosome		L77117.1	358869	358943	+				tRNA-Glu			MJ_t12	75		
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	359108	359923	+							MJ_0398	816		old_locus_tag=MJ0398
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	359108	359923	+	AAB98393.1			hypothetical protein			MJ_0398	816	271	
gene	tRNA	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	359972	360047	-							MJ_t13	76		old_locus_tag=tRNA-Met-2
tRNA		GCA_000091665.1	Primary Assembly	chromosome		L77117.1	359972	360047	-				tRNA-Met			MJ_t13	76		
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	360151	361500	-							MJ_0399	1350		old_locus_tag=MJ0399
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	360151	361500	-	AAB98388.1			phosphomannomutase (pmmA)			MJ_0399	1350	449	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	361590	362411	+							MJ_0400	822		old_locus_tag=MJ0400
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	361590	362411	+	AAB98389.1			conserved hypothetical protein			MJ_0400	822	273	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	362514	362714	-							MJ_0401	201		old_locus_tag=MJ0401
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	362514	362714	-	AAB98394.1			hypothetical protein			MJ_0401	201	66	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	362723	363043	-							MJ_0402	321		old_locus_tag=MJ0402
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	362723	363043	-	AAB98395.1			hypothetical protein			MJ_0402	321	106	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	363222	364085	+							MJ_0403	864		old_locus_tag=MJ0403
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	363222	364085	+	AAB98390.1			conserved hypothetical protein			MJ_0403	864	287	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	364349	364801	-							MJ_0404	453		old_locus_tag=MJ0404
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	364349	364801	-	AAB98391.1			conserved hypothetical protein			MJ_0404	453	150	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	364996	365391	-							MJ_0405	396		old_locus_tag=MJ0405
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	364996	365391	-	AAB98392.1			conserved hypothetical protein			MJ_0405	396	131	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	365546	366454	+							MJ_0406	909		old_locus_tag=MJ0406
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	365546	366454	+	AAB98396.1			ribokinase (rbsK)			MJ_0406	909	302	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	366473	367396	+							MJ_0407	924		old_locus_tag=MJ0407
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	366473	367396	+	AAB98397.1			quinolinate synthetase (nadA)			MJ_0407	924	307	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	367515	367880	+							MJ_0408	366		old_locus_tag=MJ0408
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	367515	367880	+	AAB98398.1			conserved hypothetical protein			MJ_0408	366	121	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	367943	370054	+							MJ_0409	2112		old_locus_tag=MJ0409
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	367943	370054	+	AAB98405.1			hypothetical protein			MJ_0409	2112	703	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	370071	370865	+							MJ_0410	795		old_locus_tag=MJ0410
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	370071	370865	+	AAB98399.1			hypothetical protein			MJ_0410	795	264	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	370907	371725	+							MJ_0411	819		old_locus_tag=MJ0411
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	370907	371725	+	AAB98400.1			imidazoleglycerol-phosphate synthase, cyclase subunit (hisF)			MJ_0411	819	272	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	371747	372550	-							MJ_0412	804		old_locus_tag=MJ0412
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	371747	372550	-	AAB98401.1			nitrate transporter protein (nrtC) homolog (cmpC)			MJ_0412	804	267	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	372529	373332	-							MJ_0413	804		old_locus_tag=MJ0413
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	372529	373332	-	AAB98402.1			nitrate transporter protein (nrtB) homolog (cmpB)			MJ_0413	804	267	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	373413	374600	-							MJ_0414	1188		old_locus_tag=MJ0414
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	373413	374600	-	AAB98403.1			conserved hypothetical protein			MJ_0414	1188	395	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	374709	375197	+							MJ_0415	489		old_locus_tag=MJ0415
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	374709	375197	+	AAB98406.1			hypothetical protein			MJ_0415	489	162	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	375219	375791	+							MJ_0416	573		old_locus_tag=MJ0416
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	375219	375791	+	AAB98407.1			hypothetical protein			MJ_0416	573	190	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	375794	376507	-							MJ_0417	714		old_locus_tag=MJ0417
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	375794	376507	-	AAB98404.1			conserved hypothetical protein			MJ_0417	714	237	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	376615	377388	+							MJ_0418	774		old_locus_tag=MJ0418
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	376615	377388	+	AAB98416.1			hypothetical protein			MJ_0418	774	257	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	377366	378430	+							MJ_0419	1065		old_locus_tag=MJ0419
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	377366	378430	+	AAB98417.1			hypothetical protein			MJ_0419	1065	354	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	378391	379533	+							MJ_0420	1143		old_locus_tag=MJ0420
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	378391	379533	+	AAB98408.1			O-antigen polymerase isolog			MJ_0420	1143	380	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	379637	380719	+							MJ_0421	1083		old_locus_tag=MJ0421
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	379637	380719	+	AAB98409.1			conserved hypothetical protein			MJ_0421	1083	360	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	380914	381786	-							MJ_0422	873		old_locus_tag=MJ0422
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	380914	381786	-	AAB98410.1			dihydrodipicolinate reductase (dapB)			MJ_0422	873	290	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	381852	382031	+							MJ_0423	180		old_locus_tag=MJ0423
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	381852	382031	+	AAB98411.1			conserved hypothetical protein			MJ_0423	180	59	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	382025	382336	+							MJ_0424	312		old_locus_tag=MJ0424
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	382025	382336	+	AAB98418.1			hypothetical protein			MJ_0424	312	103	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	382290	382712	+							MJ_0425	423		old_locus_tag=MJ0425
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	382290	382712	+	AAB98412.1			conserved hypothetical protein			MJ_0425	423	140	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	382698	383240	-							MJ_0426	543		old_locus_tag=MJ0426
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	382698	383240	-	AAB98419.1			hypothetical protein			MJ_0426	543	180	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	383237	383719	-							MJ_0427	483		old_locus_tag=MJ0427
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	383237	383719	-	AAB98420.1			hypothetical protein			MJ_0427	483	160	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	383700	384983	-							MJ_0428	1284		old_locus_tag=MJ0428
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	383700	384983	-	AAB98413.1			UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase			MJ_0428	1284	427	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	385151	386338	+							MJ_0429	1188		old_locus_tag=MJ0429
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	385151	386338	+	AAB98414.1			argininosuccinate synthetase (argG)			MJ_0429	1188	395	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	386346	386960	-							MJ_0430	615		old_locus_tag=MJ0430
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	386346	386960	-	AAB98415.1			deoxycytidine triphosphate deaminase (dcd)			MJ_0430	615	204	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	387129	387356	-							MJ_0431	228		old_locus_tag=MJ0431
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	387129	387356	-	AAB98432.1			hypothetical protein			MJ_0431	228	75	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	387846	388124	-							MJ_0432	279		old_locus_tag=MJ0432
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	387846	388124	-	AAB98421.1			conserved hypothetical protein			MJ_0432	279	92	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	388133	388660	-							MJ_0433	528		old_locus_tag=MJ0433
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	388133	388660	-	AAB98433.1			hypothetical protein			MJ_0433	528	175	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	388671	389339	-							MJ_0434	669		old_locus_tag=MJ0434
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	388671	389339	-	AAB98422.1			conserved hypothetical protein			MJ_0434	669	222	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	389336	389617	-							MJ_0435	282		old_locus_tag=MJ0435
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	389336	389617	-	AAB98423.1			conserved hypothetical protein			MJ_0435	282	93	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	389623	391275	-							MJ_0436	1653		old_locus_tag=MJ0436
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	389623	391275	-	AAB98424.1			queuine tRNA-ribosyltransferase (tgtA)			MJ_0436	1653	550	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	391661	391900	-							MJ_0437	240		old_locus_tag=MJ0437
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	391661	391900	-	AAB98425.1			conserved hypothetical protein			MJ_0437	240	79	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	392088	393233	+							MJ_0438	1146		old_locus_tag=MJ0438
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	392088	393233	+	AAB98426.1			conserved hypothetical protein			MJ_0438	1146	381	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	393228	394313	-							MJ_0439	1086		old_locus_tag=MJ0439
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	393228	394313	-	AAB98434.1			hypothetical protein			MJ_0439	1086	361	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	394393	395292	+							MJ_0440	900		old_locus_tag=MJ0440
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	394393	395292	+	AAB98427.1			conserved hypothetical protein			MJ_0440	900	299	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	395433	396236	+							MJ_0441	804		old_locus_tag=MJ0441
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	395433	396236	+	AAB98428.1			conserved hypothetical protein			MJ_0441	804	267	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	396327	396992	-							MJ_0442	666		old_locus_tag=MJ0442
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	396327	396992	-	AAB98429.1			hydrogenase expression/formation protein (hypB)			MJ_0442	666	221	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	397007	397690	-							MJ_0443	684		old_locus_tag=MJ0443
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	397007	397690	-	AAB98430.1			conserved hypothetical protein			MJ_0443	684	227	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	397734	398606	-							MJ_0444	873		old_locus_tag=MJ0444
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	397734	398606	-	AAB98431.1			conserved hypothetical protein			MJ_0444	873	290	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	398872	399180	-							MJ_0445	309		old_locus_tag=MJ0445
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	398872	399180	-	AAB98435.1			translation initiation factor aIF-1A			MJ_0445	309	102	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	399492	400577	+							MJ_0446	1086		old_locus_tag=MJ0446
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	399492	400577	+	AAB98436.1			conserved hypothetical protein			MJ_0446	1086	361	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	400549	401034	-							MJ_0447	486		old_locus_tag=MJ0447
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	400549	401034	-	AAB98447.1			hypothetical protein			MJ_0447	486	161	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	401165	401935	+							MJ_0448	771		old_locus_tag=MJ0448
CDS	with_protein	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	401165	401935	+	AAB98437.1			conserved hypothetical protein			MJ_0448	771	256	
gene	protein_coding	GCA_000091665.1	Primary Assembly	chromosome		L77117.1	401945	402796	+							MJ_0449	852		old_locus_tag=MJ0449
