# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	540760	541476	-							HI_0518	717		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	540760	541476	-	AAC22176.1			purine-nucleoside phosphorylase (deoD)			HI_0518	717	238	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	541560	542813	-							HI_0519	1254		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	541560	542813	-	AAC22177.1			transport protein, putative			HI_0519	1254	417	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	542912	543700	-							HI_0520	789		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	542912	543700	-	AAC22178.1			conserved hypothetical protein			HI_0520	789	262	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	543709	545253	-							HI_0521	1545		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	543709	545253	-	AAC22179.1			conserved hypothetical protein			HI_0521	1545	514	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	545466	546122	+							HI_0522	657		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	545466	546122	+	AAC22180.1			conserved hypothetical protein			HI_0522	657	218	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	546078	547148	-							HI_0523	1071		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	546078	547148	-	AAC22181.1			conserved hypothetical protein			HI_0523	1071	356	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	547186	548265	-							HI_0524	1080		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	547186	548265	-	AAC22182.1			fructose-bisphosphate aldolase (fba)			HI_0524	1080	359	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	548376	549536	-							HI_0525	1161		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	548376	549536	-	AAC22183.1			phosphoglycerate kinase (pgk)			HI_0525	1161	386	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	549638	550456	-							HI_0526	819		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	549638	550456	-	AAC22192.1			predicted coding region HI0526			HI_0526	819	272	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	550534	550794	+							HI_0527	261		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	550534	550794	+	AAC22184.1			ferredoxin (fdx-2)			HI_0527	261	86	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	550936	552156	-							HI_0528	1221		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	550936	552156	-	AAC22185.1			tyrosine-specific transport protein (tyrP)			HI_0528	1221	406	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	552193	552774	-							HI_0529	582		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	552193	552774	-	AAC22186.1			thymidine kinase (tdk)			HI_0529	582	193	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	552783	553811	-							HI_0530	1029		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	552783	553811	-	AAC22187.1			O-sialoglycoprotein endopeptidase (gcp)			HI_0530	1029	342	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	554043	554258	+							HI_0531	216		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	554043	554258	+	AAC22188.1			ribosomal protein S21 (rpS21)			HI_0531	216	71	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	554392	556173	+							HI_0532	1782		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	554392	556173	+	AAC22189.1			DNA primase (dnaG)			HI_0532	1782	593	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	556243	558132	+							HI_0533	1890		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	556243	558132	+	AAC22190.1			RNA polymerase sigma-70 factor (rpoD)			HI_0533	1890	629	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	558436	559863	-							HI_0534	1428		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	558436	559863	-	AAC22191.1			aspartate ammonia-lyase (aspA)			HI_0534	1428	475	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	560041	560826	-							HI_0535	786		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	560041	560826	-	AAC22193.1			urease accessory protein (ureH)			HI_0535	786	261	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	560901	561578	-							HI_0536	678		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	560901	561578	-	AAC22194.1			urease accessory protein (ureG)			HI_0536	678	225	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	561681	562265	-							HI_0537	585		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	561681	562265	-	AAC22195.1			urease accessory protein (ureF)			HI_0537	585	194	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	562373	562930	-							HI_0538	558		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	562373	562930	-	AAC22196.1			urease accessory protein (ureE)			HI_0538	558	185	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	563058	564776	-							HI_0539	1719		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	563058	564776	-	AAC22197.1			urease, alpha subunit (ureC)			HI_0539	1719	572	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	564788	565093	-							HI_0540	306		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	564788	565093	-	AAC22198.1			urease, beta subunit (ureB)			HI_0540	306	101	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	565169	565471	-							HI_0541	303		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	565169	565471	-	AAC22199.1			urease, gamma subunit (ureA)			HI_0541	303	100	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	565634	565924	+							HI_0542	291		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	565634	565924	+	AAC22200.1			chaperonin (groES)			HI_0542	291	96	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	565947	567593	+							HI_0543	1647		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	565947	567593	+	AAC22201.1			heat shock protein (groEL)			HI_0543	1647	548	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	567767	568216	-							HI_0544	450		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	567767	568216	-	AAC22202.1			ribosomal protein L9 (rpL9)			HI_0544	450	149	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	568233	568460	-							HI_0545	228		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	568233	568460	-	AAC22203.1			ribosomal protein S18 (rpS18)			HI_0545	228	75	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	568473	568757	-							HI_0546	285		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	568473	568757	-	AAC22204.1			primosomal replication protein N (priB)			HI_0546	285	94	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	568786	569163	-							HI_0547	378		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	568786	569163	-	AAC22205.1			ribosomal protein S6 (rpS6)			HI_0547	378	125	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	569362	569616	-							HI_0548	255		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	569362	569616	-	AAC22206.1			translation initiation factor 1 (infA)			HI_0548	255	84	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	569786	570649	+							HI_0549	864		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	569786	570649	+	AAC22207.1			dimethyladenosine transferase (ksgA)			HI_0549	864	287	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	570690	571598	-							HI_0550	909		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	570690	571598	-	AAC22208.1			lipooligosaccharide biosynthesis protein			HI_0550	909	302	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	571717	572544	+							HI_0551	828		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	571717	572544	+	AAC22209.1			diadenosine-tetraphosphatase (apaH)			HI_0551	828	275	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	572554	573177	+							HI_0552	624		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	572554	573177	+	AAC22216.1			predicted coding region HI0552			HI_0552	624	207	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	573303	574757	-							HI_0553	1455		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	573303	574757	-	AAC22210.1			6-phosphogluconate dehydrogenase, decarboxylating (gnd)			HI_0553	1455	484	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	575203	575745	-							HI_0554	543		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	575203	575745	-	AAC22217.1			predicted coding region HI0554			HI_0554	543	180	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	575870	576109	-							HI_0555	240		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	575870	576109	-	AAC22211.1			conserved hypothetical protein			HI_0555	240	79	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	576109	576600	-							HI_0556	492		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	576109	576600	-	AAC22212.1			oxidoreductase, putative (devB)			HI_0556	492	163	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	576686	576808	-							HI_0557	123		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	576686	576808	-	AAC22218.1			predicted coding region HI0557			HI_0557	123	40	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	576891	578375	-							HI_0558	1485		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	576891	578375	-	AAC22213.1			glucose-6-phosphate 1-dehydrogenase (zwf)			HI_0558	1485	494	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	578451	579137	-							HI_0559	687		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	578451	579137	-	AAC22214.1			sulfite synthesis pathway protein (cysQ)			HI_0559	687	228	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	579332	579679	-							HI_0559.1	348		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	579332	579679	-	AAC22219.1			predicted coding region HI0559.1			HI_0559.1	348	115	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	579736	581637	-							HI_0561	1902		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	579736	581637	-	AAC22215.1			conserved hypothetical protein			HI_0561	1902	633	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	581951	582346	+							HI_0562	396		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	581951	582346	+	AAC22220.1			conserved hypothetical protein			HI_0562	396	131	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	582372	582824	-							HI_0563	453		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	582372	582824	-	AAC22221.1			transcriptional regulatory protein (asnC)			HI_0563	453	150	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	582978	583970	+							HI_0564	993		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	582978	583970	+	AAC22222.1			aspartate--ammonia ligase (asnA)			HI_0564	993	330	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	584035	584709	-							HI_0565	675		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	584035	584709	-	AAC22223.1			phosphoglycolate phosphatase (gph)			HI_0565	675	224	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	584755	585459	-							HI_0566	705		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	584755	585459	-	AAC22224.1			ribulose-phosphate 3-epimerase (dod)			HI_0566	705	234	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	585576	587996	-							HI_0567	2421		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	585576	587996	-	AAC22225.1			DNA gyrase, subunit B (gyrB)			HI_0567	2421	806	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	588147	590435	-							HI_0568	2289		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	588147	590435	-	AAC22226.1			transcription accessory protein (tex)			HI_0568	2289	762	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	590531	591007	+							HI_0569	477		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	590531	591007	+	AAC22227.1			transcription elongation factor (greB)			HI_0569	477	158	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	591078	591695	-							HI_0570	618		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	591078	591695	-	AAC22228.1			conserved hypothetical protein			HI_0570	618	205	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	591695	592600	-							HI_0571	906		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	591695	592600	-	AAC22229.1			hydrogen peroxide-inducible genes activator (oxyR)			HI_0571	906	301	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	592723	593448	+							HI_0572	726		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	592723	593448	+	AAC22230.1			membrane protein			HI_0572	726	241	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	593536	593757	-							HI_0573	222		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	593536	593757	-	AAC22231.1			slyX protein (slyX)			HI_0573	222	73	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	593855	594580	+							HI_0574	726		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	593855	594580	+	AAC22232.1			FkbP-type peptidyl-prolyl cis-trans isomerase (fkpA)			HI_0574	726	241	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	594669	595334	+							HI_0575	666		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	594669	595334	+	AAC22233.1			conserved hypothetical protein			HI_0575	666	221	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	595334	595714	+							HI_0576	381		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	595334	595714	+	AAC22234.1			conserved hypothetical protein			HI_0576	381	126	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	595711	596070	+							HI_0576.1	360		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	595711	596070	+	AAC22235.1			conserved hypothetical protein			HI_0576.1	360	119	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	596079	596366	+							HI_0577	288		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	596079	596366	+	AAC22241.1			predicted coding region HI0577			HI_0577	288	95	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	596497	597681	-							HI_0578	1185		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	596497	597681	-	AAC22236.1			elongation factor Tu (tufA)			HI_0578	1185	394	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	597746	599848	-							HI_0579	2103		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	597746	599848	-	AAC22237.1			elongation factor G (fusA)			HI_0579	2103	700	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	599932	600402	-							HI_0580	471		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	599932	600402	-	AAC22238.1			ribosomal protein S7 (rpS7)			HI_0580	471	156	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	600559	600933	-							HI_0581	375		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	600559	600933	-	AAC22239.1			ribosomal protein S12 (rps12)			HI_0581	375	124	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	601115	603004	-							HI_0582	1890		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	601115	603004	-	AAC22240.1			glucose inhibited division protein (gidA)			HI_0582	1890	629	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	603690	605663	-							HI_0583	1974		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	603690	605663	-	AAC22242.1			2',3'-cyclic-nucleotide 2'-phosphodiesterase (cpdB)			HI_0583	1974	657	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	605757	607028	-							HI_0584	1272		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	605757	607028	-	AAC22243.1			hydrolase			HI_0584	1272	423	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	607100	607939	-							HI_0585	840		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	607100	607939	-	AAC22249.1			predicted coding region HI0585			HI_0585	840	279	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	607957	608394	-							HI_0586	438		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	607957	608394	-	AAC22250.1			predicted coding region HI0586			HI_0586	438	145	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	608461	609141	-							HI_0587	681		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	608461	609141	-	AAC22244.1			peptidase E (pepE)			HI_0587	681	226	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	609241	610476	+							HI_0588	1236		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	609241	610476	+	AAC22245.1			N-carbamyl-L-amino acid amidohydrolase			HI_0588	1236	411	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	610691	611110	+							HI_0589	420		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	610691	611110	+	AAC22246.1			sigma factor regulatory protein, putative			HI_0589	420	139	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	611212	612519	-							HI_0590	1308		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	611212	612519	-	AAC22247.1			putrescine-ornithine antiporter (potE)			HI_0590	1308	435	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	612624	614786	-							HI_0591	2163		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	612624	614786	-	AAC22248.1			ornithine decarboxylase (speF)			HI_0591	2163	720	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	615037	615231	-							HI_0592	195		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	615037	615231	-	AAC22259.1			predicted coding region HI0592			HI_0592	195	64	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	615772	617301	-							HI_0594	1530		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	615772	617301	-	AAC22251.1			conserved hypothetical transmembrane protein			HI_0594	1530	509	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	617406	618338	-							HI_0595	933		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	617406	618338	-	AAC22252.1			carbamate kinase (arcC)			HI_0595	933	310	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	618348	619352	-							HI_0596	1005		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	618348	619352	-	AAC22253.1			ornithine carbamoyltransferase (arcB)			HI_0596	1005	334	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	619754	620572	+							HI_0597	819		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	619754	620572	+	AAC22254.1			conserved hypothetical protein			HI_0597	819	272	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	620572	621054	+							HI_0597.1	483		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	620572	621054	+	AAC22255.1			crcB protein			HI_0597.1	483	160	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	620954	621334	-							HI_0599	381		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	620954	621334	-	AAC22256.1			regulatory protein (recX)			HI_0599	381	126	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	621492	622556	-							HI_0600	1065		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	621492	622556	-	AAC22257.1			recA protein (recA)			HI_0600	1065	354	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	622876	623529	+							HI_0601	654		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	622876	623529	+	AAC22258.1			DNA transformation protein (tfoX)			HI_0601	654	217	
gene	rRNA	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	623826	625364	+							HI_r07	1539		
rRNA		GCA_000027305.1	Primary Assembly	chromosome		L42023.1	623826	625364	+				16S ribosomal RNA			HI_r07	1539		
gene	rRNA	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	626088	628984	+							HI_r08	2897		
rRNA		GCA_000027305.1	Primary Assembly	chromosome		L42023.1	626088	628984	+				23S ribosomal RNA			HI_r08	2897		
gene	rRNA	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	629231	629345	+							HI_r09	115		
rRNA		GCA_000027305.1	Primary Assembly	chromosome		L42023.1	629231	629345	+				5S ribosomal RNA			HI_r09	115		
gene	tRNA	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	629628	629700	+							HI_t13	73		
tRNA		GCA_000027305.1	Primary Assembly	chromosome		L42023.1	629628	629700	+				tRNA-Trp			HI_t13	73		
gene	pseudogene	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	629864	630282	+							HI_0601.1	419		pseudo
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	630346	631632	-							HI_0602	1287		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	630346	631632	-	AAC22260.1			hemY protein (hemY)			HI_0602	1287	428	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	631643	632167	-							HI_0602.1	525		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	631643	632167	-	AAC22263.1			predicted coding region HI0602.1			HI_0602.1	525	174	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	632164	632856	-							HI_0603	693		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	632164	632856	-	AAC22261.1			uroporphyrin-III C-methyltransferase (hemX)			HI_0603	693	230	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	633161	635692	+							HI_0604	2532		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	633161	635692	+	AAC22262.1			adenylate cyclase (cyaA)			HI_0604	2532	843	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	635766	636773	+							HI_0605	1008		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	635766	636773	+	AAC22264.1			glycerol-3-phosphate dehydrogenase (NAD+) (gpsA)			HI_0605	1008	335	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	636785	637588	+							HI_0606	804		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	636785	637588	+	AAC22265.1			serine acetyltransferase (cysE)			HI_0606	804	267	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	637598	638413	+							HI_0607	816		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	637598	638413	+	AAC22266.1			shikimate 5-dehydrogenase-related protein			HI_0607	816	271	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	638552	639937	+							HI_0608	1386		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	638552	639937	+	AAC22267.1			conserved hypothetical protein			HI_0608	1386	461	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	640075	640923	-							HI_0609	849		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	640075	640923	-	AAC22268.1			methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase (folD)			HI_0609	849	282	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	641451	642737	-							HI_0610	1287		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	641451	642737	-	AAC22269.1			L-fucose permease (fucP)			HI_0610	1287	428	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	642776	643426	-							HI_0611	651		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	642776	643426	-	AAC22270.1			L-fuculose phosphate aldolase (fucA)			HI_0611	651	216	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	643446	643880	-							HI_0612	435		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	643446	643880	-	AAC22271.1			fucose operon protein (fucU)			HI_0612	435	144	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	643894	645306	-							HI_0613	1413		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	643894	645306	-	AAC22272.1			fuculokinase (fucK)			HI_0613	1413	470	
gene	protein_coding	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	645379	647193	-							HI_0614	1815		
CDS	with_protein	GCA_000027305.1	Primary Assembly	chromosome		L42023.1	645379	647193	-	AAC22273.1			L-fucose isomerase (fucI)			HI_0614	1815	604	
