# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	683575	685617	+							MSWAN_0632	2043		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	683575	685617	+	AEG17668.1			hypothetical protein			MSWAN_0632	2043	680	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	685673	686380	-							MSWAN_0633	708		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	685673	686380	-	AEG17669.1			hypothetical protein			MSWAN_0633	708	235	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	686487	686651	+							MSWAN_0634	165		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	686487	686651	+	AEG17670.1			hypothetical protein			MSWAN_0634	165	54	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	686679	687458	-							MSWAN_0635	780		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	686679	687458	-	AEG17671.1			hypothetical protein			MSWAN_0635	780	259	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	687521	688792	-							MSWAN_0636	1272		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	687521	688792	-	AEG17672.1			hypothetical protein			MSWAN_0636	1272	423	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	688951	689454	+							MSWAN_0637	504		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	688951	689454	+	AEG17673.1			hypothetical protein			MSWAN_0637	504	167	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	689455	690261	+							MSWAN_0638	807		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	689455	690261	+	AEG17674.1			hypothetical protein			MSWAN_0638	807	268	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	690290	690796	+							MSWAN_0639	507		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	690290	690796	+	AEG17675.1			hypothetical protein			MSWAN_0639	507	168	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	691248	692132	+							MSWAN_0640	885		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	691248	692132	+	AEG17676.1			putative signal transduction protein with CBS domains			MSWAN_0640	885	294	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	692675	693586	+							MSWAN_0641	912		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	692675	693586	+	AEG17677.1			deoxyhypusine synthase			MSWAN_0641	912	303	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	693722	694324	+							MSWAN_0642	603		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	693722	694324	+	AEG17678.1			hypothetical protein			MSWAN_0642	603	200	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	694259	694909	-							MSWAN_0643	651		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	694259	694909	-	AEG17679.1			orotidine 5'-phosphate decarboxylase			MSWAN_0643	651	216	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	694998	695114	+							MSWAN_0644	117		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	694998	695114	+	AEG17680.1			hypothetical protein			MSWAN_0644	117	38	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	695418	696116	+							MSWAN_0645	699		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	695418	696116	+	AEG17681.1			cobalamin biosynthesis protein CbiM			MSWAN_0645	699	232	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	696118	696456	+							MSWAN_0646	339		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	696118	696456	+	AEG17682.1			Cobalt transport protein cbiN			MSWAN_0646	339	112	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	696560	697354	+							MSWAN_0647	795		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	696560	697354	+	AEG17683.1			cobalt ABC transporter, inner membrane subunit CbiQ			MSWAN_0647	795	264	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	697499	698338	+							MSWAN_0648	840		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	697499	698338	+	AEG17684.1			cobalt ABC transporter, ATPase subunit			MSWAN_0648	840	279	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	698578	699288	+							MSWAN_0649	711		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	698578	699288	+	AEG17685.1			high-affinity nickel-transporter			MSWAN_0649	711	236	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	699643	700479	+							MSWAN_0650	837		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	699643	700479	+	AEG17686.1			cobalt ABC transporter, ATPase subunit			MSWAN_0650	837	278	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	700622	701761	+							MSWAN_0651	1140		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	700622	701761	+	AEG17687.1			protein of unknown function DUF362			MSWAN_0651	1140	379	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	701883	702269	-							MSWAN_0652	387		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	701883	702269	-	AEG17688.1			NIL domain-containing protein			MSWAN_0652	387	128	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	702266	703819	-							MSWAN_0653	1554		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	702266	703819	-	AEG17689.1			protein of unknown function DUF39			MSWAN_0653	1554	517	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	704289	705212	-							MSWAN_0654	924		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	704289	705212	-	AEG17690.1			peptidase C60 sortase A and B			MSWAN_0654	924	307	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	705590	706966	+							MSWAN_0655	1377		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	705590	706966	+	AEG17691.1			peptidase U62 modulator of DNA gyrase			MSWAN_0655	1377	458	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	706966	707544	+							MSWAN_0656	579		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	706966	707544	+	AEG17692.1			AMMECR1-domain protein			MSWAN_0656	579	192	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	708075	709100	+							MSWAN_0657	1026		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	708075	709100	+	AEG17693.1			small GTP-binding protein			MSWAN_0657	1026	341	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	709066	709497	+							MSWAN_0658	432		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	709066	709497	+	AEG17694.1			heat shock protein Hsp20			MSWAN_0658	432	143	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	709785	710789	-							MSWAN_0659	1005		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	709785	710789	-	AEG17695.1			Glutamine--fructose-6-phosphate transaminase (isomerizing)			MSWAN_0659	1005	334	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	710779	711879	-							MSWAN_0660	1101		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	710779	711879	-	AEG17696.1			Phosphomethylpyrimidine kinase			MSWAN_0660	1101	366	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	712561	715311	+							MSWAN_0661	2751		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	712561	715311	+	AEG17697.1			transglutaminase domain-containing protein			MSWAN_0661	2751	916	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	715631	716074	-							MSWAN_0662	444		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	715631	716074	-	AEG17698.1			cytidyltransferase-related domain protein			MSWAN_0662	444	147	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	716435	717997	+							MSWAN_0663	1563		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	716435	717997	+	AEG17699.1			polysaccharide biosynthesis protein			MSWAN_0663	1563	520	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	718354	719604	+							MSWAN_0664	1251		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	718354	719604	+	AEG17700.1			Pyruvate, water dikinase			MSWAN_0664	1251	416	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	719652	720371	-							MSWAN_0665	720		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	719652	720371	-	AEG17701.1			1-(5-phosphoribosyl)-5-((5-phosphoribosylamino)methylideneamino) imidazole-4-carboxamide isomerase			MSWAN_0665	720	239	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	720695	721603	-							MSWAN_0666	909		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	720695	721603	-	AEG17702.1			protein of unknown function DUF6 transmembrane			MSWAN_0666	909	302	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	721793	722608	+							MSWAN_0667	816		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	721793	722608	+	AEG17703.1			tRNA pseudouridine synthase A			MSWAN_0667	816	271	
gene	pseudogene	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	722964	724385	+							MSWAN_0668	1422		pseudo
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	724698	726041	+							MSWAN_0669	1344		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	724698	726041	+	AEG17704.1			UDP-N-acetylglucosamine 2-epimerase			MSWAN_0669	1344	447	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	726262	727335	+							MSWAN_0670	1074		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	726262	727335	+	AEG17705.1			ATP-grasp fold domain protein, DUF201-type			MSWAN_0670	1074	357	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	727332	728369	+							MSWAN_0671	1038		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	727332	728369	+	AEG17706.1			H4MPT-linked C1 transfer pathway protein			MSWAN_0671	1038	345	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	728509	729213	+							MSWAN_0672	705		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	728509	729213	+	AEG17707.1			hypothetical protein			MSWAN_0672	705	234	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	729559	730077	-							MSWAN_0673	519		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	729559	730077	-	AEG17708.1			UPF0290 protein			MSWAN_0673	519	172	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	730151	731632	+							MSWAN_0674	1482		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	730151	731632	+	AEG17709.1			Radical SAM domain protein			MSWAN_0674	1482	493	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	731644	732636	+							MSWAN_0675	993		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	731644	732636	+	AEG17710.1			beta-ribofuranosylaminobenzene 5'-phosphate synthase family			MSWAN_0675	993	330	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	732646	733149	+							MSWAN_0676	504		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	732646	733149	+	AEG17711.1			3-isopropylmalate dehydratase small subunit			MSWAN_0676	504	167	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	733641	734267	+							MSWAN_0677	627		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	733641	734267	+	AEG17712.1			hypothetical protein			MSWAN_0677	627	208	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	734254	734907	+							MSWAN_0678	654		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	734254	734907	+	AEG17713.1			Protein-L-isoaspartate O-methyltransferase			MSWAN_0678	654	217	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	735200	736477	+							MSWAN_0679	1278		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	735200	736477	+	AEG17714.1			RNA modification enzyme, MiaB family			MSWAN_0679	1278	425	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	736675	737406	+							MSWAN_0680	732		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	736675	737406	+	AEG17715.1			hypothetical protein			MSWAN_0680	732	243	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	737713	738438	+							MSWAN_0681	726		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	737713	738438	+	AEG17716.1			hypothetical protein			MSWAN_0681	726	241	
gene	tRNA	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	738677	738749	-							MSWAN_R0015	73		
tRNA		GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	738677	738749	-				tRNA-Phe			MSWAN_R0015	73		
gene	tRNA	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	738753	738824	-							MSWAN_R0016	72		
tRNA		GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	738753	738824	-				tRNA-Val			MSWAN_R0016	72		
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	739176	739637	+							MSWAN_0682	462		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	739176	739637	+	AEG17717.1			Sporulation protein YtfJ			MSWAN_0682	462	153	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	739667	740269	+							MSWAN_0683	603		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	739667	740269	+	AEG17718.1			hypothetical protein			MSWAN_0683	603	200	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	740281	740580	+							MSWAN_0684	300		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	740281	740580	+	AEG17719.1			hypothetical protein			MSWAN_0684	300	99	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	740772	741404	+							MSWAN_0685	633		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	740772	741404	+	AEG17720.1			photosystem II oxygen evolving complex protein PsbP			MSWAN_0685	633	210	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	741787	742278	-							MSWAN_0686	492		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	741787	742278	-	AEG17721.1			Rubrerythrin			MSWAN_0686	492	163	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	742638	742844	-							MSWAN_0687	207		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	742638	742844	-	AEG17722.1			Transcription factor CBF/NF-Y/histone domain-containing protein			MSWAN_0687	207	68	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	742998	744113	+							MSWAN_0688	1116		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	742998	744113	+	AEG17723.1			FO synthase subunit 2			MSWAN_0688	1116	371	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	744240	744590	-							MSWAN_0689	351		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	744240	744590	-	AEG17724.1			protein of unknown function DUF369			MSWAN_0689	351	116	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	744727	745404	-							MSWAN_0690	678		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	744727	745404	-	AEG17725.1			Deoxyribose-phosphate aldolase			MSWAN_0690	678	225	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	745579	747210	-							MSWAN_0691	1632		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	745579	747210	-	AEG17726.1			histone acetyltransferase, ELP3 family			MSWAN_0691	1632	543	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	747520	748578	-							MSWAN_0692	1059		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	747520	748578	-	AEG17727.1			CBS domain containing protein			MSWAN_0692	1059	352	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	748769	749059	+							MSWAN_0693	291		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	748769	749059	+	AEG17728.1			hypothetical protein			MSWAN_0693	291	96	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	749183	749515	+							MSWAN_0694	333		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	749183	749515	+	AEG17729.1			Protein of unknown function DUF2098			MSWAN_0694	333	110	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	749807	753046	-							MSWAN_0695	3240		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	749807	753046	-	AEG17730.1			polymorphic outer membrane protein			MSWAN_0695	3240	1079	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	754017	754538	-							MSWAN_0696	522		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	754017	754538	-	AEG17731.1			hypothetical protein			MSWAN_0696	522	173	
gene	pseudogene	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	754894	755676	+							MSWAN_0697	783		pseudo
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	755885	758632	+							MSWAN_0698	2748		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	755885	758632	+	AEG17732.1			Type I site-specific deoxyribonuclease			MSWAN_0698	2748	915	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	758725	760635	+							MSWAN_0699	1911		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	758725	760635	+	AEG17733.1			Tetratricopeptide TPR_2 repeat-containing protein			MSWAN_0699	1911	636	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	760731	761108	+							MSWAN_0700	378		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	760731	761108	+	AEG17734.1			hypothetical protein			MSWAN_0700	378	125	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	761108	762343	+							MSWAN_0701	1236		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	761108	762343	+	AEG17735.1			restriction modification system DNA specificity domain protein			MSWAN_0701	1236	411	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	762337	763824	+							MSWAN_0702	1488		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	762337	763824	+	AEG17736.1			N-6 DNA methylase			MSWAN_0702	1488	495	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	764376	765002	+							MSWAN_0703	627		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	764376	765002	+	AEG17737.1			hypothetical protein			MSWAN_0703	627	208	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	765907	766149	+							MSWAN_0704	243		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	765907	766149	+	AEG17738.1			hypothetical protein			MSWAN_0704	243	80	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	766906	767673	-							MSWAN_0705	768		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	766906	767673	-	AEG17739.1			Abortive infection protein			MSWAN_0705	768	255	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	767736	767930	-							MSWAN_0706	195		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	767736	767930	-	AEG17740.1			transcriptional regulator, XRE family			MSWAN_0706	195	64	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	767943	768353	-							MSWAN_0707	411		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	767943	768353	-	AEG17741.1			hypothetical protein			MSWAN_0707	411	136	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	768794	769165	+							MSWAN_0708	372		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	768794	769165	+	AEG17742.1			hypothetical protein			MSWAN_0708	372	123	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	769283	769837	+							MSWAN_0709	555		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	769283	769837	+	AEG17743.1			protein of unknown function DUF88			MSWAN_0709	555	184	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	770129	770461	+							MSWAN_0710	333		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	770129	770461	+	AEG17744.1			protein of unknown function DUF86			MSWAN_0710	333	110	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	770518	771126	-							MSWAN_0711	609		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	770518	771126	-	AEG17745.1			Protein of unknown function DUF2115			MSWAN_0711	609	202	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	771080	771637	-							MSWAN_0712	558		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	771080	771637	-	AEG17746.1			Protein of unknown function DUF2115			MSWAN_0712	558	185	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	771752	772288	-							MSWAN_0713	537		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	771752	772288	-	AEG17747.1			Protein of unknown function DUF2115			MSWAN_0713	537	178	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	772323	774395	-							MSWAN_0714	2073		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	772323	774395	-	AEG17748.1			DEAD/DEAH box helicase domain protein			MSWAN_0714	2073	690	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	774783	775091	-							MSWAN_0715	309		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	774783	775091	-	AEG17749.1			hypothetical protein			MSWAN_0715	309	102	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	775348	775818	-							MSWAN_0716	471		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	775348	775818	-	AEG17750.1			molybdenum cofactor biosynthesis protein C			MSWAN_0716	471	156	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	776011	777132	-							MSWAN_0717	1122		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	776011	777132	-	AEG17751.1			cobalt-precorrin-6A synthase (deacetylating)			MSWAN_0717	1122	373	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	777279	777533	-							MSWAN_0718	255		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	777279	777533	-	AEG17752.1			redox-active disulfide protein 1			MSWAN_0718	255	84	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	778447	778908	+							MSWAN_0719	462		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	778447	778908	+	AEG17753.1			hypothetical protein			MSWAN_0719	462	153	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	779209	779628	+							MSWAN_0720	420		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	779209	779628	+	AEG17754.1			hypothetical protein			MSWAN_0720	420	139	
gene	pseudogene	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	779777	780199	-							MSWAN_0721	423		pseudo
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	780363	787391	+							MSWAN_0722	7029		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	780363	787391	+	AEG17755.1			parallel beta-helix repeat protein			MSWAN_0722	7029	2342	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	787477	788682	+							MSWAN_0723	1206		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	787477	788682	+	AEG17756.1			Tetratricopeptide TPR_1 repeat-containing protein			MSWAN_0723	1206	401	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	789027	789941	+							MSWAN_0724	915		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	789027	789941	+	AEG17757.1			Shikimate kinase			MSWAN_0724	915	304	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	789934	790239	+							MSWAN_0725	306		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	789934	790239	+	AEG17758.1			chorismate mutase			MSWAN_0725	306	101	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	790232	790414	+							MSWAN_0726	183		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	790232	790414	+	AEG17759.1			30S ribosomal protein S17e			MSWAN_0726	183	60	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	790434	791654	+							MSWAN_0727	1221		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	790434	791654	+	AEG17760.1			aspartate kinase			MSWAN_0727	1221	406	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	791651	792541	+							MSWAN_0728	891		
CDS	with_protein	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	791651	792541	+	AEG17761.1			Dihydrodipicolinate synthase			MSWAN_0728	891	296	
gene	protein_coding	GCA_000214725.1	Primary Assembly	chromosome		CP002772.1	792683	793504	+							MSWAN_0729	822		
